year,state,quarter,gennme,prodnme,suppression,totalRX
2019,AK,3,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Lisinopril,ZESTORETIC,T,0
2019,AK,3,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,137
2019,AK,3,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Spironolactone,ALDACTAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,165
2019,AK,3,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AK,3,Indapamide,INDAPAMIDE,T,0
2019,AK,3,Irbesartan,AVAPRO,T,0
2019,AK,3,Irbesartan,IRBESARTAN,F,107
2019,AK,3,Irbesartan,IRBESARTAN,T,0
2019,AK,3,Labetalol Hydrochloride,LABETALOL HCL,F,199
2019,AK,3,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,AK,3,Lisinopril,LISINOPRIL,F,5965
2019,AK,3,Lisinopril,LISINOPRIL,T,0
2019,AK,3,Lisinopril,QBRELIS,T,0
2019,AK,3,Losartan Potassium,LOSARTAN POTASSIUM,F,2039
2019,AK,3,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,AK,3,Macitentan,OPSUMIT,T,0
2019,AK,3,Methyldopa,METHYLDOPA,T,0
2019,AK,3,Metolazone,METOLAZONE,T,0
2019,AK,3,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,AK,3,Metoprolol Succinate,METOPROLOL SUCCINATE,F,2272
2019,AK,3,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,AK,3,Metoprolol Succinate,TOPROL XL,F,313
2019,AK,3,Metoprolol Succinate,TOPROL XL,T,0
2019,AK,3,Metoprolol Tartrate,METOPROLOL TARTRATE,F,722
2019,AK,3,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,AK,3,Minoxidil,MINOXIDIL,T,0
2019,AK,3,Nadolol,NADOLOL,F,94
2019,AK,3,Nadolol,NADOLOL,T,0
2019,AK,3,Nebivolol Hydrochloride,BYSTOLIC,F,448
2019,AK,3,Nifedipine,NIFEDIPINE,F,142
2019,AK,3,Nifedipine,NIFEDIPINE,T,0
2019,AK,3,Pindolol,PINDOLOL,T,0
2019,AK,3,Prazosin Hydrochloride,PRAZOSIN HCL,F,1560
2019,AK,3,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,AK,3,Propranolol Hydrochloride,INDERAL XL,T,0
2019,AK,3,Propranolol Hydrochloride,PROPRANOLOL HCL,F,1418
2019,AK,3,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,AK,3,Propranolol Hydrochloride,PROPRANOLOL HCL AVPAK,T,0
2019,AK,3,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,AK,3,Ramipril,RAMIPRIL,T,0
2019,AK,3,Sacubitril/Valsartan,ENTRESTO,F,173
2019,AK,3,Sacubitril/Valsartan,ENTRESTO,T,0
2019,AK,3,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,AK,3,Spironolactone,CAROSPIR,T,0
2019,AK,3,Spironolactone,SPIRONOLACTONE,F,1198
2019,AK,3,Spironolactone,SPIRONOLACTONE,T,0
2019,AK,3,Telmisartan,MICARDIS,T,0
2019,AK,3,Telmisartan,TELMISARTAN,F,56
2019,AK,3,Telmisartan,TELMISARTAN,T,0
2019,AK,3,Tolvaptan;Tolvaptan,JYNARQUE 60/30,T,0
2019,AK,3,Tolvaptan;Tolvaptan,JYNARQUE 90/30,T,0
2019,AK,3,Torsemide,TORSEMIDE,F,302
2019,AK,3,Torsemide,TORSEMIDE,T,0
2019,AK,3,Trandolapril/Verapamil Hydrochloride,TRANDOLAPRIL/VERAPAMIL HCL,T,0
2019,AK,3,Valsartan,VALSARTAN,F,84
2019,AK,3,Valsartan,VALSARTAN,T,0
2019,AK,3,Verapamil Hydrochloride,VERAPAMIL HCL,F,79
2019,AK,3,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,AK,4,Acebutolol Hydrochloride,ACEBUTOLOL HCL,F,15
2019,AK,4,Ambrisentan,AMBRISENTAN,T,0
2019,AK,4,Amiloride Hydrochloride,AMILORIDE HCL,F,22
2019,AK,4,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,AK,4,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Amlodipine,KATERZIA,T,0
2019,AK,4,Amlodipine Besylate,AMLODIPINE BESYLATE,F,2352
2019,AK,4,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,AK,4,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,12
2019,AK,4,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,AK,4,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,AK,4,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,AK,4,Amlodipine Besylate/Telmisartan,TELMISARTAN-AMLODIPINE BESYLATE,T,0
2019,AK,4,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,AK,4,Atenolol,ATENOLOL,F,609
2019,AK,4,Atenolol,ATENOLOL,T,0
2019,AK,4,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,T,0
2019,AK,4,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,AK,4,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,14
2019,AK,4,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,AK,4,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,69
2019,AK,4,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,AK,4,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,23
2019,AK,4,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Bumetanide,BUMETANIDE,F,14
2019,AK,4,Bumetanide,BUMETANIDE,T,0
2019,AK,4,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,AK,4,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Captopril,CAPTOPRIL,T,0
2019,AK,4,Carvedilol,CARVEDILOL,F,1044
2019,AK,4,Carvedilol,CARVEDILOL,T,0
2019,AK,4,Carvedilol Phosphate,CARVEDILOL,F,51
2019,AK,4,Carvedilol Phosphate,CARVEDILOL,T,0
2019,AK,4,Carvedilol Phosphate,COREG CR,T,0
2019,AK,4,Chlorothiazide,DIURIL,T,0
2019,AK,4,Chlorthalidone,CHLORTHALIDONE,F,375
2019,AK,4,Chlorthalidone,CHLORTHALIDONE,T,0
2019,AK,4,Clonidine Hydrochloride,CLONIDINE HCL,F,2185
2019,AK,4,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,AK,4,Diltiazem Hydrochloride,CARDIZEM LA,T,0
2019,AK,4,Diltiazem Hydrochloride,CARTIA XT,F,33
2019,AK,4,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,AK,4,Diltiazem Hydrochloride,DILT-XR,T,0
2019,AK,4,Diltiazem Hydrochloride,DILTIAZEM HCL,F,196
2019,AK,4,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,AK,4,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,AK,4,Doxazosin Mesylate,DOXAZOSIN,F,23
2019,AK,4,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,36
2019,AK,4,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,AK,4,Enalapril Maleate,ENALAPRIL MALEATE,F,16
2019,AK,4,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,AK,4,Enalapril Maleate,EPANED,F,23
2019,AK,4,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,AK,4,Eplerenone,EPLERENONE,F,32
2019,AK,4,Eplerenone,EPLERENONE,T,0
2019,AK,4,Felodipine,FELODIPINE,T,0
2019,AK,4,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,AK,4,Furosemide,FUROSEMIDE,F,1483
2019,AK,4,Furosemide,FUROSEMIDE,T,0
2019,AK,4,Furosemide,PREMIERPRO RX FUROSEMIDE,T,0
2019,AK,4,Guanfacine Hydrochloride,GUANFACINE HCL,F,1836
2019,AK,4,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,AK,4,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,144
2019,AK,4,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,AK,4,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,1527
2019,AK,4,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,545
2019,AK,4,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,48
2019,AK,4,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Spironolactone,ALDACTAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,165
2019,AK,4,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,15
2019,AK,4,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AK,4,Indapamide,INDAPAMIDE,T,0
2019,AK,4,Irbesartan,IRBESARTAN,F,136
2019,AK,4,Irbesartan,IRBESARTAN,T,0
2019,AK,4,Labetalol Hydrochloride,LABETALOL HCL,F,152
2019,AK,4,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,AK,4,Lisinopril,LISINOPRIL,F,5624
2019,AK,4,Lisinopril,LISINOPRIL,T,0
2019,AK,4,Lisinopril,QBRELIS,T,0
2019,AK,4,Lisinopril,ZESTRIL,T,0
2019,AK,4,Losartan Potassium,LOSARTAN POTASSIUM,F,2118
2019,AK,4,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,AK,4,Macitentan,OPSUMIT,T,0
2019,AK,4,Methyldopa,METHYLDOPA,T,0
2019,AK,4,Metolazone,METOLAZONE,F,13
2019,AK,4,Metolazone,METOLAZONE,T,0
2019,AK,4,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,AK,4,Metoprolol Succinate,METOPROLOL SUCCINATE,F,1930
2019,AK,4,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,AK,4,Metoprolol Succinate,TOPROL XL,F,499
2019,AK,4,Metoprolol Succinate,TOPROL XL,T,0
2019,AK,4,Metoprolol Tartrate,METOPROLOL TARTRATE,F,698
2019,AK,4,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,AK,4,Minoxidil,MINOXIDIL,T,0
2019,AK,4,Nadolol,NADOLOL,F,83
2019,AK,4,Nadolol,NADOLOL,T,0
2019,AK,4,Nebivolol Hydrochloride,BYSTOLIC,F,434
2019,AK,4,Nifedipine,NIFEDIPINE,F,155
2019,AK,4,Nifedipine,NIFEDIPINE,T,0
2019,AK,4,Pindolol,PINDOLOL,T,0
2019,AK,4,Prazosin Hydrochloride,PRAZOSIN HCL,F,1548
2019,AK,4,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,AK,4,Propranolol Hydrochloride,INDERAL XL,T,0
2019,AK,4,Propranolol Hydrochloride,PROPRANOLOL HCL,F,1376
2019,AK,4,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,AK,4,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,AK,4,Ramipril,RAMIPRIL,T,0
2019,AK,4,Sacubitril/Valsartan,ENTRESTO,F,203
2019,AK,4,Sacubitril/Valsartan,ENTRESTO,T,0
2019,AK,4,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,AK,4,Sotalol Hydrochloride,SOTALOL HCL AF,T,0
2019,AK,4,Spironolactone,CAROSPIR,T,0
2019,AK,4,Spironolactone,SPIRONOLACTONE,F,1170
2019,AK,4,Spironolactone,SPIRONOLACTONE,T,0
2019,AK,4,Telmisartan,MICARDIS,T,0
2019,AK,4,Telmisartan,TELMISARTAN,F,53
2019,AK,4,Telmisartan,TELMISARTAN,T,0
2019,AK,4,Tolvaptan;Tolvaptan,JYNARQUE 45/15,T,0
2019,AK,4,Tolvaptan;Tolvaptan,JYNARQUE 90/30,T,0
2019,AK,4,Torsemide,TORSEMIDE,F,339
2019,AK,4,Torsemide,TORSEMIDE,T,0
2019,AK,4,Trandolapril/Verapamil Hydrochloride,TRANDOLAPRIL/VERAPAMIL HCL,T,0
2019,AK,4,Valsartan,VALSARTAN,F,73
2019,AK,4,Valsartan,VALSARTAN,T,0
2019,AK,4,Verapamil Hydrochloride,VERAPAMIL HCL,F,105
2019,AK,4,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,AL,1,Acebutolol Hydrochloride,ACEBUTOLOL HCL,F,14
2019,AL,1,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,AL,1,Aliskiren,TEKTURNA,T,0
2019,AL,1,Ambrisentan,LETAIRIS,F,36
2019,AL,1,Amiloride Hydrochloride,AMILORIDE HCL,F,32
2019,AL,1,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,AL,1,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Amlodipine Besylate,AMLODIPINE BESYLATE,F,15392
2019,AL,1,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,AL,1,Amlodipine Besylate,NORVASC,T,0
2019,AL,1,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,406
2019,AL,1,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,AL,1,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,F,19
2019,AL,1,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,AL,1,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,AL,1,Amlodipine Besylate/Telmisartan,TELMISARTAN-AMLODIPINE BESYLATE,T,0
2019,AL,1,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,AL,1,Atenolol,ATENOLOL,F,2225
2019,AL,1,Atenolol,ATENOLOL,T,0
2019,AL,1,Atenolol,TENORMIN,T,0
2019,AL,1,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,181
2019,AL,1,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,AL,1,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,453
2019,AL,1,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,AL,1,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,F,55
2019,AL,1,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,231
2019,AL,1,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,AL,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,333
2019,AL,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL/HCTZ,T,0
2019,AL,1,Bosentan,TRACLEER,T,0
2019,AL,1,Bumetanide,BUMETANIDE,F,356
2019,AL,1,Bumetanide,BUMETANIDE,T,0
2019,AL,1,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,AL,1,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Captopril,CAPTOPRIL,T,0
2019,AL,1,Captopril/Hydrochlorothiazide,CAPTOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Carvedilol,CARVEDILOL,F,7033
2019,AL,1,Carvedilol,CARVEDILOL,T,0
2019,AL,1,Carvedilol Phosphate,CARVEDILOL,T,0
2019,AL,1,Chlorothiazide,CHLOROTHIAZIDE,F,17
2019,AL,1,Chlorothiazide,CHLOROTHIAZIDE,T,0
2019,AL,1,Chlorothiazide,DIURIL,F,137
2019,AL,1,Chlorthalidone,CHLORTHALIDONE,F,1045
2019,AL,1,Chlorthalidone,CHLORTHALIDONE,T,0
2019,AL,1,Clonidine Hydrochloride,CLONIDINE HCL,F,14624
2019,AL,1,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,AL,1,Clonidine Hydrochloride,KAPVAY,F,172
2019,AL,1,Diltiazem Hydrochloride,CARTIA XT,F,368
2019,AL,1,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,AL,1,Diltiazem Hydrochloride,DILT-XR,F,89
2019,AL,1,Diltiazem Hydrochloride,DILT-XR,T,0
2019,AL,1,Diltiazem Hydrochloride,DILTIAZEM HCL,F,585
2019,AL,1,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,AL,1,Diltiazem Hydrochloride,DILTIAZEM HCL CD,F,18
2019,AL,1,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,AL,1,Diltiazem Hydrochloride,TAZTIA XT,T,0
2019,AL,1,Doxazosin Mesylate,DOXAZOSIN,F,15
2019,AL,1,Doxazosin Mesylate,DOXAZOSIN,T,0
2019,AL,1,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,209
2019,AL,1,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,AL,1,Enalapril Maleate,ENALAPRIL MALEATE,F,443
2019,AL,1,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,AL,1,Enalapril Maleate,EPANED,F,110
2019,AL,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL MALEATE-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,F,70
2019,AL,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,AL,1,Eplerenone,EPLERENONE,F,16
2019,AL,1,Eplerenone,EPLERENONE,T,0
2019,AL,1,Felodipine,FELODIPINE,T,0
2019,AL,1,Fosinopril Sodium,FOSINOPRIL SODIUM,F,134
2019,AL,1,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,AL,1,Fosinopril Sodium/Hydrochlorothiazide,FOSINOPRIL SODIUM-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Furosemide,FUROSEMIDE,F,7633
2019,AL,1,Furosemide,FUROSEMIDE,T,0
2019,AL,1,Furosemide,FUROSEMIDE NOVAPLUS,T,0
2019,AL,1,Guanfacine Hydrochloride,GUANFACINE HCL,F,17143
2019,AL,1,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,AL,1,Guanfacine Hydrochloride,INTUNIV,F,74
2019,AL,1,Guanfacine Hydrochloride,INTUNIV,T,0
2019,AL,1,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,2155
2019,AL,1,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,AL,1,Hydralazine Hydrochloride/Isosorbide Dinitrate,BIDIL,F,23
2019,AL,1,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,7039
2019,AL,1,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,F,129
2019,AL,1,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,4815
2019,AL,1,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,3109
2019,AL,1,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Moexipril Hydrochloride,MOEXIPRIL HCL-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Propranolol Hydrochloride,PROPRANOLOL/HCTZ,T,0
2019,AL,1,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,F,78
2019,AL,1,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,980
2019,AL,1,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,149
2019,AL,1,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,AL,1,Indapamide,INDAPAMIDE,F,62
2019,AL,1,Indapamide,INDAPAMIDE,T,0
2019,AL,1,Irbesartan,IRBESARTAN,F,237
2019,AL,1,Irbesartan,IRBESARTAN,T,0
2019,AL,1,Isradipine,ISRADIPINE,T,0
2019,AL,1,Labetalol Hydrochloride,LABETALOL HCL,F,1449
2019,AL,1,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,AL,1,Lisinopril,LISINOPRIL,F,12847
2019,AL,1,Lisinopril,LISINOPRIL,T,0
2019,AL,1,Lisinopril,QBRELIS,F,22
2019,AL,1,Losartan Potassium,LOSARTAN POTASSIUM,F,5684
2019,AL,1,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,AL,1,Macitentan,OPSUMIT,F,20
2019,AL,1,Methyldopa,METHYLDOPA,F,117
2019,AL,1,Methyldopa,METHYLDOPA,T,0
2019,AL,1,Metolazone,METOLAZONE,F,307
2019,AL,1,Metolazone,METOLAZONE,T,0
2019,AL,1,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,AL,1,Metoprolol Succinate,METOPROLOL SUCCINATE,F,4169
2019,AL,1,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,AL,1,Metoprolol Succinate,TOPROL XL,T,0
2019,AL,1,Metoprolol Tartrate,METOPROLOL TARTRATE,F,4579
2019,AL,1,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,AL,1,Minoxidil,MINOXIDIL,F,123
2019,AL,1,Minoxidil,MINOXIDIL,T,0
2019,AL,1,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE,T,0
2019,AL,1,Nadolol,NADOLOL,F,153
2019,AL,1,Nadolol,NADOLOL,T,0
2019,AL,1,Nebivolol Hydrochloride,BYSTOLIC,F,108
2019,AL,1,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,AL,1,Nebivolol/Valsartan,BYVALSON,T,0
2019,AL,1,Nicardipine Hydrochloride,NICARDIPINE HCL,T,0
2019,AL,1,Nifedipine,NIFEDIPINE,F,1483
2019,AL,1,Nifedipine,NIFEDIPINE,T,0
2019,AL,1,Nisoldipine,NISOLDIPINE,T,0
2019,AL,1,Perindopril Erbumine,PERINDOPRIL ERBUMINE,T,0
2019,AL,1,Pindolol,PINDOLOL,T,0
2019,AL,1,Prazosin Hydrochloride,PRAZOSIN HCL,F,1248
2019,AL,1,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,AL,1,Propranolol Hydrochloride,INDERAL XL,T,0
2019,AL,1,Propranolol Hydrochloride,PROPRANOLOL HCL,F,2717
2019,AL,1,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,AL,1,Quinapril Hydrochloride,QUINAPRIL,F,118
2019,AL,1,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,AL,1,Quinapril Hydrochloride,QUINAPRIL HCL,T,0
2019,AL,1,Ramipril,RAMIPRIL,F,388
2019,AL,1,Ramipril,RAMIPRIL,T,0
2019,AL,1,Riociguat,ADEMPAS,T,0
2019,AL,1,Sacubitril/Valsartan,ENTRESTO,F,541
